velocity,vertical_rate,altitude,heading_rate,squawk
219.66528700980808,1.019375197208017,10099.384677381306,1.2025491116801492,2000
223.70438016934654,-3.540437981457596,6463.703025712429,0.10982777113714516,1200
222.8051459871977,1.6096139477250084,3051.6102681308466,0.10627670346972005,2000
193.62218917070444,-1.5865670691084632,2515.6998231204334,0.8205554796379274,2000
217.4484976525422,3.021048367697388,10454.913233670915,0.31495238240190643,1200
152.52097346802,-7.353597354701718,4143.66518880735,0.33619648166456373,1200
233.4066458668724,-2.072743293633149,7248.03813000212,0.3135726867582262,1200
256.2827127169105,-11.434294189278832,6415.3647597779955,0.07054369863165393,1200
214.9427524678072,3.5924538828580785,3248.185190868121,0.5045930391269671,1200
208.60739347766557,7.896902950247894,7751.400210569119,0.5338108731149028,1200
230.1922984627177,-5.458788132650415,304.6597329025996,15.477300085501534,1200
196.06671749910603,-6.875393740546182,2395.0172568619573,0.5827005714698433,1200
232.72151803207964,-0.31024344131577997,648.6005282717754,12.451033386857924,1200
198.8382092203808,-2.728064011915359,7558.1843298828535,0.09342083185013135,1200
209.7721486248291,-1.5580639145953483,4798.847201988479,0.5191193774128631,2000
213.43793921104188,-3.6098780612503947,6189.723176286523,0.3466436351638295,1200
171.7709292843864,-0.7552419577949706,7545.747139892363,0.29336587421267024,5678
194.7557856343002,0.5876594149112926,4888.412488803687,1.07870812834472,1200
176.8339554087793,0.7543718906995013,6916.741366794238,0.8048114093060128,2000
198.815184804491,3.966569309229578,9953.476480688354,0.15104287679197986,1200
221.62390737425673,0.8533926234842245,8007.502056711145,2.4701369629732124,1200
253.01439853023413,0.3421090705832219,3237.4314512988003,1.8393876848635338,1200
192.6775259936377,4.504778524050715,6399.128371641897,0.131530029050317,1200
186.88178523696163,-1.7683961475441334,211.63466135868094,22.504269502143977,1200
221.46553824455788,0.07089352535027359,6454.670096331122,0.491046391604556,1200
180.11478285210143,-5.1550884961788705,6326.075044878274,0.28615965557123235,1200
206.2575856366541,2.069201005078894,10747.005589332386,0.401021150854934,2000
164.37109907420236,-5.929978269660854,10439.9921449022,0.30028779287346685,1200
141.57303559696763,2.1407969495582333,10935.842585123719,0.17912079047757612,2000
201.4730364938383,8.410239892677604,3947.5924914163143,0.22142509270137412,2000
216.39128027403413,-5.517938505581326,8238.596141480793,0.0862955367742161,1200
