distance_horizontal,distance_vertical,relative_velocity,heading_diff,storm_dist,conflict
1.8710950984660424,345.2089923006523,142.5626090489983,2.9591436860636477,75.07746086166411,1
6.403733036260453,25.4922543489669,113.86407113198923,154.62273319841836,99.70039081130034,1
2.3425054575268853,623.196260292202,375.8837290965188,71.21710616429112,49.39381969457316,0
14.623546680835863,55.4191273442395,336.61575071005524,3.2026081497162595,39.14719626350934,0
9.08619212731991,84.7591202108573,377.1554723125363,13.007876750636331,57.086485081594816,0
3.47154503215124,2247.3252107628155,430.81625432278224,145.15401370872456,85.18444491509027,0
11.660734705004987,711.9343722187862,229.25869664456226,141.3542463060639,32.12293753306089,0
1.2922331243426848,1920.5030671363113,413.6445257471832,23.863445643243963,7.819787631253938,0
12.038850490027812,69.61569861728394,92.56713949447737,129.06282241710142,68.08211579608184,0
13.31784349269657,3514.7710377854555,136.7571188166157,98.17537136460419,14.196697578823859,0
0.3041748614447558,1164.7452006567028,118.1043053975872,136.46970812647544,97.45136709223733,1
13.43910177467564,1360.9475471547155,126.02811196749313,48.402532820222305,85.63951304436978,0
4.7776485860546964,1950.0050439201138,221.12688259243225,12.861328807072653,11.272422344727461,0
0.6820548575614357,2264.6850710160156,53.198025133093665,26.339998951838858,45.61693785337185,0
6.749100281266184,1013.6915644074373,348.2627631935578,168.18499765137688,75.43905986546042,0
5.432988121779286,764.7463627543848,100.10362844191494,41.85711824768358,6.341136866772912,0
14.64534919017961,114.86872535428822,419.84306025153586,171.77524570927474,79.04346276551107,1
14.314726852950281,101.74992569896129,13.121937992456507,86.03657878787298,46.562835016288496,0
6.91666330434238,302.97598451719165,285.88833537077574,80.69268843816288,89.92175689213542,1
12.94367912984008,435.00665060545515,103.95617834774107,174.3981953546965,38.92820309578189,0
23.327969017434445,3653.3337138605766,397.8431843959693,37.37690017999062,33.309810264809705,0
0.8123889116629618,829.7513646091422,111.17443051883947,128.045714771771,15.181235791515412,0
2.0460872721707135,843.699882779017,418.35341169692686,22.30012502877524,68.68822452025721,0
7.663210939561806,647.0326510757211,304.2887849105762,156.50266505003154,9.190549961759242,0
22.19988075137257,121.01777175453651,159.86603805030686,7.608986979126828,62.66579992244496,0
8.569813420676091,642.2958415373278,35.00574848606003,138.72413296593453,70.35721643790693,0
2.5233762733121208,253.8797925486297,168.28298810092835,45.031501702694534,50.73541560394682,1
35.39665658683142,679.9360745100026,391.3932934920023,107.566227129241,84.28019734021859,0
3.143894334171291,291.5418829306644,30.30234508872605,153.79856182205845,99.80996262504954,1
21.230629646951318,588.1804933241795,361.097737262612,132.57429842639772,88.7817759443802,0
87.86958196092775,793.6617120533458,250.14116007840437,172.49075515667073,76.33628875309691,0
11.414114709547727,512.6559668435525,98.0024970596633,153.56971976299374,30.549450086506667,0
2.676617579987124,25.47038077160419,438.8964086329268,74.84702255189238,44.50217060482734,1
8.39065453712854,150.77379318522227,29.953556981221006,67.4300268625833,3.216444752328096,1
13.749624993004913,762.5946950305641,48.9419608074195,137.2000603913067,27.990355344849306,0
1.8900115087908729,192.58414412845985,134.91182340389682,52.42228086392966,89.27581501015732,1
45.21954146613766,192.88922883206448,373.30165943929825,65.64567955361117,59.75645586888426,0
37.944740818748876,947.0497579148772,366.54175022902547,152.1785900875746,61.07972955060647,0
8.561256132446829,451.5537531491039,304.51440047062175,24.08590202853282,1.7162597672299218,0
20.41230494276346,1043.2741192908327,335.27542141583933,3.9703297492334078,36.078237300968986,0
55.94235742340664,83.91324024581031,156.16088619023805,171.5663209577317,58.91280793116217,0
13.357668630589023,1230.5041286896915,399.5259846106536,38.947352942254035,85.632082693073,0
10.732591304314084,711.6098830539758,151.8704591550682,26.48738350974592,86.17225347367597,0
11.351064122256295,606.1354446100084,95.39869275427763,105.9025702890798,34.145057315405126,0
9.230804108842632,1320.2272842874502,98.50257378114668,160.95349270501396,59.45211025223285,0
28.33433951003039,2374.9895776802505,46.79498032213103,71.09570034793911,2.301965561070307,0
1.8891540875397546,854.5355078742516,446.053355970518,123.90317162079342,22.91561905952648,0
7.977898016165364,124.09708753791561,22.54868890107556,113.0398436692327,94.82429357891283,1
0.28249093957195537,779.0515035140401,227.0564352656694,74.11762720443214,75.04295399130568,0
26.683348007064417,12.563800167847406,93.0309587200339,15.862445679725043,14.881956334240499,0
4.602964838672316,328.65835256839586,269.19609468974573,166.98202084708527,72.88969649460859,1
7.78400074638602,977.6327945542258,175.27334639118334,176.12547109301434,20.17963603580073,0
12.319494181120842,1651.4014197957658,10.819269879152952,98.31185835727901,10.098412993975103,0
1.6566085903447627,364.9228291110368,209.96004402304146,21.70931178881386,8.16263624596113,1
16.840448712128524,233.1977266430996,369.2629817003186,127.70743707914582,56.3050003852839,0
8.601484760297849,152.75250664091976,369.5899979737981,11.802841195058289,42.00356031696383,0
0.9255263517242373,541.2441367644938,79.07777318388734,106.62479013867127,57.57633204705027,0
2.078708512369389,483.8965966538886,35.684152909757344,87.90884643335471,10.023065565748068,0
10.894277519022092,559.2806492160361,219.17785541393692,9.36390290938103,72.84540560590166,0
6.8880820527327185,254.69797242038442,293.8019404923352,27.6871310982265,81.50427936555835,1
28.87871097361129,517.224566178189,290.2737201567522,24.915045201629834,20.26178768530332,0
13.228079285690962,356.0252406372004,127.09298998354673,127.88183595031626,23.84895114461879,0
10.946876692752362,3360.208343727191,121.5126160777965,137.41421684138632,43.66603605223154,0
15.551057928491113,177.17848745454663,444.77756919391413,17.82936185806345,33.069874835520565,0
8.756902197596117,112.15947056222173,90.53270243376792,63.058590947065795,61.64841922677569,0
7.968027434606531,1350.2516527801836,203.66084419157426,23.20970086022876,18.45611404850106,0
46.27498413409296,1192.2849147562292,283.4227895231214,165.03837722069582,74.4348666000996,0
27.639363001823163,1374.2234333439108,306.12347535865547,10.653467903928409,77.55772974954192,0
2.462709992842281,558.8269027608941,418.4871194375419,72.55264842402576,74.64355113364186,0
2.8337592128007976,207.7287133733888,396.52482536427397,43.312260949430616,20.319595262808665,1
3.7873718040415008,1902.21274551118,84.80340027096,168.52990678063222,26.655587741317365,0
15.82491536938015,1272.9022480888245,54.43136852667811,157.80745130189374,49.467046794194125,0
33.06531306881698,1105.8081056615595,186.70526203607346,64.36062817249935,55.459513588871175,0
1.7072413887497797,39.14542301935184,351.41616396095355,78.2699369898703,29.551574220292764,1
63.7768920368443,542.5277648866187,373.624684144628,16.427278947056955,32.12927564790456,0
4.801546782666657,342.280983580086,168.4885400697622,71.58182457361279,54.32034370727744,1
5.159990557205102,347.35516944543554,138.26673667003243,99.52902385676792,38.12834519880284,1
9.244865731476514,117.65344273621142,53.17333082403921,66.7933788199407,35.029421349939504,0
1.3191993896383387,1727.5470549283898,327.81193198590427,15.269629896158763,37.07693143323163,0
30.901302271758183,232.19897309843935,260.86202256459615,38.40663779538503,83.7151221779376,0
0.3350833548984161,50.39091614701614,348.1513285151244,48.21816139607962,51.419142483227006,1
0.18508127701431376,501.67738231769016,432.21005114804785,138.6551898024449,59.202851362527106,0
42.38603825458275,637.6322861504099,222.27044067548388,36.61376252631634,5.385753024202589,0
6.267257458558285,362.67768600241067,178.4444474261856,124.36910343915082,11.05347761538058,0
3.517826292831562,376.82359074850973,325.79519637797995,56.44446464807817,35.509894402598164,0
3.9802682887934293,409.84785181273924,129.55953547404977,19.963963687196667,43.08479000490581,0
